        0.00   0.000000000000e+00
       10.00   1.212724799643e-01
       20.00   4.708015292499e-01
       30.00   1.011526438622e+00
       40.00   1.697952771584e+00
       50.00   2.489380263980e+00
       60.00   3.347191983095e+00
       70.00   4.207218810634e+00
       80.00   4.954049205075e+00
       90.00   5.460813301989e+00
      100.00   5.691968965056e+00
      110.00   5.742339150127e+00
      120.00   5.763988226805e+00
      130.00   5.891717779204e+00
      140.00   6.208434358360e+00
      150.00   6.729053864348e+00
      160.00   7.387179520261e+00
      170.00   8.010741954626e+00
      180.00   8.293554197175e+00
      190.00   8.010741954626e+00
      200.00   7.387179520261e+00
      210.00   6.729053864348e+00
      220.00   6.208434358360e+00
      230.00   5.891717779204e+00
      240.00   5.763988226805e+00
      250.00   5.742339150127e+00
      260.00   5.691968965056e+00
      270.00   5.460813301989e+00
      280.00   4.954049205075e+00
      290.00   4.207218810634e+00
      300.00   3.347191983095e+00
      310.00   2.489380263980e+00
      320.00   1.697952771584e+00
      330.00   1.011526438622e+00
      340.00   4.708015292499e-01
      350.00   1.212724799643e-01
