        0.00   7.457962588355e+00
       10.00   7.090794247898e+00
       20.00   6.031815543236e+00
       30.00   5.130034235635e+00
       40.00   4.250021231510e+00
       50.00   3.444324173790e+00
       60.00   2.758242971036e+00
       70.00   2.217474136001e+00
       80.00   1.812956431953e+00
       90.00   1.511005150602e+00
      100.00   1.329485486526e+00
      110.00   1.216897737612e+00
      120.00   1.098129020428e+00
      130.00   9.276158724374e-01
      140.00   6.859745261440e-01
      150.00   4.363010586484e-01
      160.00   2.236067241565e-01
      170.00   7.202553684311e-02
      180.00   0.000000000000e+00
      190.00   2.237698766183e-02
      200.00   1.481110599502e-01
      210.00   3.773214436642e-01
      220.00   6.996291321878e-01
      230.00   1.002415001133e+00
      240.00   1.162919373095e+00
      250.00   1.286275184496e+00
      260.00   1.399164137955e+00
      270.00   1.560452896753e+00
      280.00   1.823567617073e+00
      290.00   2.217474136001e+00
      300.00   2.758242971036e+00
      310.00   3.444324173790e+00
      320.00   4.250021231510e+00
      330.00   5.130228763570e+00
      340.00   6.344459585939e+00
      350.00   6.965756711121e+00
