        0.00   0.000000000000e+00
       10.00   7.448537403252e-02
       20.00   2.960840679007e-01
       30.00   6.245476243785e-01
       40.00   1.016408462543e+00
       50.00   1.486758184852e+00
       60.00   2.002558418084e+00
       70.00   2.439650138607e+00
       80.00   2.693709897343e+00
       90.00   2.761913901544e+00
      100.00   2.641344232252e+00
      110.00   2.344030245789e+00
      120.00   1.910389827448e+00
      130.00   1.431970333098e+00
      140.00   9.981040112907e-01
      150.00   6.311301987153e-01
      160.00   3.173064381117e-01
      170.00   8.232924237382e-02
      180.00   3.137567546219e-05
      190.00   8.229786693119e-02
      200.00   3.172813378042e-01
      210.00   6.310799979838e-01
      220.00   9.980663605966e-01
      230.00   1.431995433522e+00
      240.00   1.910327076330e+00
      250.00   2.343998870347e+00
      260.00   2.641344232252e+00
      270.00   2.761907626409e+00
      280.00   2.693722447497e+00
      290.00   2.439599937876e+00
      300.00   2.002508217236e+00
      310.00   1.486770735006e+00
      320.00   1.016427287715e+00
      330.00   6.245915500913e-01
      340.00   2.961154433433e-01
      350.00   7.438497256953e-02
