        0.00   0.000000000000e+00
       10.00   1.198417583752e-01
       20.00   4.723263772594e-01
       30.00   1.032811559808e+00
       40.00   1.763502410708e+00
       50.00   2.621772211734e+00
       60.00   3.560400875351e+00
       70.00   4.509195192365e+00
       80.00   5.354381420964e+00
       90.00   5.965230513489e+00
      100.00   6.278891121531e+00
      110.00   6.360850133267e+00
      120.00   6.358540898421e+00
      130.00   6.415424631779e+00
      140.00   6.624479411351e+00
      150.00   7.010711489474e+00
      160.00   7.520977089225e+00
      170.00   8.008338593360e+00
      180.00   8.229416454356e+00
      190.00   8.008338593360e+00
      200.00   7.520977089225e+00
      210.00   7.010711489474e+00
      220.00   6.624479411351e+00
      230.00   6.415424631779e+00
      240.00   6.358540898421e+00
      250.00   6.360850133267e+00
      260.00   6.278891121531e+00
      270.00   5.965230513489e+00
      280.00   5.354381420964e+00
      290.00   4.509195192365e+00
      300.00   3.560400875351e+00
      310.00   2.621772211734e+00
      320.00   1.763502410708e+00
      330.00   1.032811559808e+00
      340.00   4.723263772594e-01
      350.00   1.198417583752e-01
