        0.00   1.051055142598e+01
       10.00   9.351158656100e+00
       20.00   8.261752017290e+00
       30.00   7.534964275287e+00
       40.00   7.226455519985e+00
       50.00   7.346090200236e+00
       60.00   7.871108547601e+00
       70.00   8.740635868500e+00
       80.00   9.838896665916e+00
       90.00   1.099412277292e+01
      100.00   1.201428374184e+01
      110.00   1.271407602649e+01
      120.00   1.130097490323e+01
      130.00   8.518892847466e+00
      140.00   5.833089569523e+00
      150.00   3.452525722548e+00
      160.00   1.589820339899e+00
      170.00   4.057664478906e-01
      180.00   0.000000000000e+00
      190.00   4.057664478906e-01
      200.00   1.589820339899e+00
      210.00   3.452525722548e+00
      220.00   5.833089569523e+00
      230.00   8.518892847466e+00
      240.00   1.130097490323e+01
      250.00   1.271407602649e+01
      260.00   1.201428374184e+01
      270.00   1.099412277292e+01
      280.00   9.838896665916e+00
      290.00   8.740635868500e+00
      300.00   7.871108547601e+00
      310.00   7.346090200236e+00
      320.00   7.226455519985e+00
      330.00   7.534964275287e+00
      340.00   8.261752017290e+00
      350.00   9.351158656100e+00
