        0.00   8.817800707893e+00
       10.00   8.263151363406e+00
       20.00   7.776254216278e+00
       30.00   7.708734197422e+00
       40.00   8.059217061100e+00
       50.00   8.764456127940e+00
       60.00   9.734046108754e+00
       70.00   1.084709102926e+01
       80.00   1.193431393512e+01
       90.00   1.277710935264e+01
      100.00   1.312391501083e+01
      110.00   1.247033252347e+01
      120.00   1.043654295921e+01
      130.00   8.000137044601e+00
      140.00   5.519899593583e+00
      150.00   3.279395860072e+00
      160.00   1.510070161493e+00
      170.00   3.834961368385e-01
      180.00   0.000000000000e+00
      190.00   3.834961368385e-01
      200.00   1.510070161493e+00
      210.00   3.279395860072e+00
      220.00   5.519899593583e+00
      230.00   8.000137044601e+00
      240.00   1.043654295921e+01
      250.00   1.247033252347e+01
      260.00   1.312391501083e+01
      270.00   1.277710935264e+01
      280.00   1.193431393512e+01
      290.00   1.084709102926e+01
      300.00   9.734046108754e+00
      310.00   8.764456127940e+00
      320.00   8.059217061100e+00
      330.00   7.708734197422e+00
      340.00   7.776254216278e+00
      350.00   8.263151363406e+00
