        0.00   8.767160693649e+00
       10.00   8.255878528696e+00
       20.00   8.094294840354e+00
       30.00   8.148605784983e+00
       40.00   8.476165727596e+00
       50.00   9.147481632535e+00
       60.00   1.010710676305e+01
       70.00   1.125802815519e+01
       80.00   1.236737704487e+01
       90.00   1.305114901275e+01
      100.00   1.297179416532e+01
      110.00   1.240278740413e+01
      120.00   1.094886051491e+01
      130.00   8.902194456430e+00
      140.00   6.426770002930e+00
      150.00   3.869380262797e+00
      160.00   1.803173559252e+00
      170.00   4.606358758174e-01
      180.00   0.000000000000e+00
      190.00   4.606484259712e-01
      200.00   1.803167284233e+00
      210.00   3.869380262797e+00
      220.00   6.426813928527e+00
      230.00   8.902156805736e+00
      240.00   1.094887306506e+01
      250.00   1.240280622954e+01
      260.00   1.297177534015e+01
      270.00   1.305114273762e+01
      280.00   1.236730174371e+01
      290.00   1.125810345623e+01
      300.00   1.010710676305e+01
      310.00   9.147525558365e+00
      320.00   8.476203378290e+00
      330.00   8.148643435445e+00
      340.00   8.094263464911e+00
      350.00   8.255809502676e+00
