        0.00   0.000000000000e+00
       10.00   2.205507529434e-01
       20.00   8.352088279789e-01
       30.00   1.686983905965e+00
       40.00   2.535602611373e+00
       50.00   3.282916188124e+00
       60.00   4.012885403237e+00
       70.00   4.815432363190e+00
       80.00   5.600835764897e+00
       90.00   6.250665745582e+00
      100.00   6.702510213712e+00
      110.00   6.928683451610e+00
      120.00   7.010692664189e+00
      130.00   7.049146444420e+00
      140.00   7.153369492036e+00
      150.00   7.406669964199e+00
      160.00   7.847037284402e+00
      170.00   8.426416776958e+00
      180.00   8.792637578212e+00
      190.00   8.426423052093e+00
      200.00   7.846980808419e+00
      210.00   7.406563287717e+00
      220.00   7.153388317325e+00
      230.00   7.049158994691e+00
      240.00   7.010749140056e+00
      250.00   6.928708552034e+00
      260.00   6.702497663558e+00
      270.00   6.250734771602e+00
      280.00   5.600848315051e+00
      290.00   4.815407262999e+00
      300.00   4.012872853084e+00
      310.00   3.282947563566e+00
      320.00   2.535608886508e+00
      330.00   1.686939980369e+00
      340.00   8.351272518048e-01
      350.00   2.205570280785e-01
