        0.00   0.000000000000e+00
       10.00   1.051078360447e-02
       20.00   7.231419119887e-02
       30.00   2.443521871992e-01
       40.00   5.627191162580e-01
       50.00   1.016427287574e+00
       60.00   1.549276953111e+00
       70.00   2.072939880024e+00
       80.00   2.479302461910e+00
       90.00   2.657270422391e+00
      100.00   2.538125199527e+00
      110.00   2.153091664489e+00
      120.00   1.620919709179e+00
      130.00   1.077603185700e+00
      140.00   6.270200115386e-01
      150.00   3.226402685421e-01
      160.00   1.645204325626e-01
      170.00   1.092493985397e-01
      180.00   9.976145536956e-02
      190.00   1.092493985397e-01
      200.00   1.645204325626e-01
      210.00   3.226402685421e-01
      220.00   6.270200115386e-01
      230.00   1.077603185700e+00
      240.00   1.620919709179e+00
      250.00   2.153091664489e+00
      260.00   2.538125199527e+00
      270.00   2.657270422391e+00
      280.00   2.479302461910e+00
      290.00   2.072939880024e+00
      300.00   1.549276953111e+00
      310.00   1.016427287574e+00
      320.00   5.627191162580e-01
      330.00   2.443521871992e-01
      340.00   7.231419119887e-02
      350.00   1.051078360447e-02
