        0.00   1.873849950818e+00
       10.00   1.496559882627e+00
       20.00   1.095054224031e+00
       30.00   7.054398698700e-01
       40.00   3.685488612887e-01
       50.00   1.240146963435e-01
       60.00   0.000000000000e+00
       70.00   2.930469219876e-03
       80.00   1.132842844249e-01
       90.00   2.903549063660e-01
      100.00   4.867088942871e-01
      110.00   6.684419115823e-01
      120.00   8.273273091139e-01
      130.00   9.771389197250e-01
      140.00   1.140046652952e+00
      150.00   1.321836146100e+00
      160.00   1.505401491044e+00
      170.00   1.763276507299e+00
      180.00   2.114612783855e+00
      190.00   1.763276507299e+00
      200.00   1.505401491044e+00
      210.00   1.321836146100e+00
      220.00   1.140046652952e+00
      230.00   9.771389197250e-01
      240.00   8.273273091139e-01
      250.00   6.684419115823e-01
      260.00   4.867088942871e-01
      270.00   2.903549063660e-01
      280.00   1.132842844249e-01
      290.00   2.930469219876e-03
      300.00   0.000000000000e+00
      310.00   1.240146963435e-01
      320.00   3.685488612887e-01
      330.00   7.054398698700e-01
      340.00   1.095054224031e+00
      350.00   1.496559882627e+00
